"고정형CCTV지번주소","위도","경도","자치구","단속지점명","현장구분"
"양재2동 312-2","37.47195974","127.0406393","서초구","양재메트로(아)주변","불법주정차구역"
"양재1동 23","37.48425333","127.0340953","서초구","양재역12번출구주변1","불법주정차구역"
"양재1동 23","37.48425848","127.0340807","서초구","양재역12번출구주변2","불법주정차구역"
"양재1동 23","37.48330005","127.0351283","서초구","양재역환승주차장 주변","불법주정차구역"
"양재1동 101","37.47464865","127.0324286","서초구","양재천사유치원주변","불법주정차구역"
"양재1동 102-6","37.47385305","127.033979","서초구","양재초등학교주변","불법주정차구역"
"양재2동 309","37.47382165","127.0434879","서초구","언남고등학교 주변","불법주정차구역"
"양재2동 310","37.47190234","127.0454773","서초구","언남중학교 주변","불법주정차구역"
"내곡동 120","37.45446969","127.06178","서초구","언남초등학교건너편","불법주정차구역"
"내곡동 411-67","37.45473781","127.0602946","서초구","언남초등학교주변","불법주정차구역"
"잠원동 55-6","37.51873742","127.012105","서초구","영동가스충전소 주변","불법주정차구역"
"내곡동 349-1","37.45618997","127.0591375","서초구","영동농협 내곡지점주변","불법주정차구역"
"양재2동 311","37.47095482","127.0430825","서초구","영동농협 주변","불법주정차구역"
"양재1동 680","37.46572417","127.0241069","서초구","영동중학교주변","불법주정차구역"
"서초1동 1667-2","37.49390285","127.0179215","서초구","예성그린아파트주변","불법주정차구역"
"서초3동 1450-6","37.48084184","127.0136897","서초구","예전빌딩주변","불법주정차구역"
"신원동 274-1","37.4502115","127.053948","서초구","오라카이호텔주변","불법주정차구역"
"방배본동 783-26","37.49167552","126.9826898","서초구","왕실웨딩홀 주변","불법주정차구역"
"방배3동 583-4","37.47334823","126.9910752","서초구","외교협회입구 주변","불법주정차구역"
"방배1동 902-1","37.48554336","126.9950577","서초구","원등빌딩","불법주정차구역"
"서초3동 1468","37.48049306","127.0077425","서초구","우리은행생활관주변","불법주정차구역"
"반포4동 90-10","37.49697289","126.9983067","서초구","우리은행서래지점 주변","불법주정차구역"
"양재2동 392-6","37.47296753","127.047619","서초구","우리은행포이동지점주변","불법주정차구역"
"양재1동 727","37.46403197","127.0246229","서초구","우면동 우체국 주변","불법주정차구역"
"양재1동 690","37.46415711","127.0245778","서초구","우면초등학교주변","불법주정차구역"
"서초2동 1337-34","37.49300593","127.0299077","서초구","우성아파트사거리주변","불법주정차구역"
"양재1동 554-1","37.45651732","127.0195155","서초구","우솔초등학교주변","불법주정차구역"
"서초4동 1304-5","37.50201329","127.0255389","서초구","우신빌딩주변","불법주정차구역"
"양재1동 66-2","37.47052557","127.0255122","서초구","우암상가 주변","불법주정차구역"
"서초4동 1685-1","37.50082998","127.0177683","서초구","원명초등학교 주변","불법주정차구역"
"반포1동 21","37.50526364","127.013638","서초구","원촌초등학교 부근","불법주정차구역"
"서초3동 1450-1","37.48193014","127.0137144","서초구","월드메르디앙주변","불법주정차구역"
"내곡동 (신원동) 399","37.49600819","127.0197353","서초구","유일교회","불법주정차구역"
"반포1동 737-19","37.50572576","127.0238754","서초구","은도빌딩주변","불법주정차구역"
"방배2동 468-6","37.47785094","126.9838611","서초구","이수초교주변","불법주정차구역"
"방배2동 467-24","37.47876846","126.9852712","서초구","이수초교후문주변","불법주정차구역"
"양재1동 60","37.47728349","127.0364902","서초구","일동제약주변","불법주정차구역"
"잠원동 57-20","37.51422266","127.0114309","서초구","잠원대림아파트 상가 부근","불법주정차구역"
"반포3동 157","37.50884841","127.0113479","서초구","잠원동아아파트 103동 주변","불법주정차구역"
"반포2동 16-4","37.50165026","126.9973029","서초구","잠원초등학교입구주변","불법주정차구역"
"잠원동 63-34","37.51341544","127.0085118","서초구","잠원한신로얄 APT 2동주변","불법주정차구역"
"서초3동 1543-13","37.49023255","127.0084521","서초구","장생탕 주변","불법주정차구역"
"방배4동 877-20","37.48880584","126.9954769","서초구","정우빌라","불법주정차구역"
"양재1동 (우면동) 58","37.47125224","127.0246519","서초구","우암초교주변","불법주정차구역"
"반포1동 745-6","37.50346242","127.0211048","서초구","제일약품 주변","불법주정차구역"
"양재2동 209-5","37.46456878","127.0342519","서초구","종일주류 주변","불법주정차구역"
"잠원동 58-16","37.51308969","127.0132133","서초구","종합매일상가 주변","불법주정차구역"
"반포4동 577-20","37.49483927","126.9998922","서초구","주혁빌딩주변","불법주정차구역"
"서초2동 1356-5","37.4874269","127.0288183","서초구","서초2 파출소","불법주정차구역"
"양재2동 591-5","37.44493071","127.0575417","서초구","청계산입구 주변","불법주정차구역"
"방배1동 908-21","37.48247004","126.9978007","서초구","링컨하우스","불법주정차구역"
"방배1동 908-21","37.48256373","126.9976864","서초구","서울믿음교회","불법주정차구역"
"반포4동 86-1","37.49604966","126.9994359","서초구","청룡공원주변","불법주정차구역"
"서초2동 1327-34","37.49416737","127.0274967","서초구","춘하추동 주변","불법주정차구역"
"방배4동 818-1","37.49145189","126.9869462","서초구","방배4 치안센터","불법주정차구역"
"방배1동 919-1","37.48286153","126.9919636","서초구","코끼리마트주변","불법주정차구역"
"양재2동 217-6","37.46171584","127.0371274","서초구","코스트코 주변","불법주정차구역"
"반포4동 66-1","37.50062632","126.9997347","서초구","코웰빌딩 주변","불법주정차구역"
"내곡동 148 ","37.45457041","127.0636445","서초구","콜마정문앞주변","불법주정차구역"
"방배2동 452-1","37.47936877","126.9832792","서초구","클럽54 골프연습장주변","불법주정차구역"
"잠원동 70-1","37.51082933","127.0071236","서초구","킴스빌리지","불법주정차구역"
"서초1동 1679-1","37.49574201","127.020446","서초구","탐앤탐스주변","불법주정차구역"
"서초3동 1574-12","37.49281926","127.013791","서초구","태림빌딩 주변","불법주정차구역"
"양재2동 263-5","37.47705989","127.0428638","서초구","태석빌딩주변","불법주정차구역"
"서초2동 1344-13","37.48672332","127.0275116","서초구","트라팰리스B동주변","불법주정차구역"
"반포4동 68-2","37.49940776","126.9990973","서초구","파리15구공원 주변","불법주정차구역"
"방배4동 812-24","37.49108015","126.9914438","서초구","오투리빙텔","불법주정차구역"
"서초1동 1630-1","37.48996578","127.019826","서초구","서초1동 주민센터주변","불법주정차구역"
"서초2동 1334-1","37.49150982","127.0249041","서초구","서초2동주민센터입구주변","불법주정차구역"
"서초4동 1312-3","37.50078743","127.0223943","서초구","서초4동 롯데캐슬주변","불법주정차구역"
"서초2동 1326-1","37.49556039","127.0259058","서초구","서초가든스위트 주변","불법주정차구역"
"서초3동 1504","37.48987056","127.0068099","서초구","서초고교정문 사거리 주변","불법주정차구역"
"서초2동 1376-3","37.48419329","127.0323335","서초구","서초구청주변","불법주정차구역"
"서초3동 1483-18","37.4830193","127.0104736","서초구","서초더샵오데움주변","불법주정차구역"
"서초1동 1444-1","37.48509099","127.0184669","서초구","서초1동 우체국주변","불법주정차구역"
"서초4동 1686-9","37.49796638","127.018182","서초구","서초래미안109동주변","불법주정차구역"
"서초3동 1500-1","37.49131495","127.006213","서초구","로얄프라자주변","불법주정차구역"
"양재1동 25","37.48231903","127.0362177","서초구","서초문화예술회관 주변","불법주정차구역"
"반포4동 54-9","37.50114035","127.009326","서초구","서초성모어린이집주변","불법주정차구역"
"양재1동 763","37.45671669","127.0164729","서초구","서초스타힐스입구주변","불법주정차구역"
"서초3동 1583-10","37.48546276","127.0123349","서초구","서초아트자이102동주변","불법주정차구역"
"방배3동 1027-6","37.47459985","127.0005979","서초구","서초어린이집주변","불법주정차구역"
"서초3동 1542-1","37.49206387","127.0084448","서초구","서초역1번출구주변","불법주정차구역"
"서초3동 1500-2","37.49162895","127.0069246","서초구","서초역4번출구주변","불법주정차구역"
"서초1동 1642-22","37.49140089","127.0170717","서초구","서초연꽃어린이집주변","불법주정차구역"
"서초2동 1331-1","37.49394031","127.0266797","서초구","서초우성2차 18동 주변","불법주정차구역"
"서초2동 1326-17","37.49582212","127.0267202","서초구","서초우성5차 501동 주변","불법주정차구역"
"양재2동 324-2","37.46964115","127.0414222","서초구","서초우체국 주변","불법주정차구역"
"양재1동 769","37.45625856","127.0165468","서초구","서초유치원주변","불법주정차구역"
"서초4동 1687-2","37.49585414","127.0194282","서초구","서초중앙프라자 주변","불법주정차구역"
"서초4동 1307-6","37.49897722","127.025205","서초구","서초초교 주변","불법주정차구역"
"신원동 286","37.44878126","127.0554108","서초구","서초포레스타6단지주변","불법주정차구역"
"서초4동 1302-4","37.50219187","127.021769","서초구","서초푸르지오서밋 주변","불법주정차구역"
"서초3동 1529","37.4857258","127.0098245","서초구","e편한세상 201동 주변","불법주정차구역"
"서초4동 1685-8","37.4949808","127.0165433","서초구","Gfive(지파이브) 주변","불법주정차구역"
"서초2동 1338","37.49120473","127.0294965","서초구","ESA아파트 주변","불법주정차구역"
"서초4동 1302-6","37.50246377","127.0226086","서초구","삼호아파트 주변","불법주정차구역"
"서초3동 1002-17","37.47987679","127.0058646","서초구","삼화나띠르빌APT주변","불법주정차구역"
"반포4동 73-2","37.49811948","127.0005495","서초구","상지리츠빌주변","불법주정차구역"
"서초4동 1695-12","37.49493215","127.0153078","서초구","삼풍약국 주변","불법주정차구역"
"잠원동 17-2","37.51506795","127.0162454","서초구","새롬빌딩 주변","불법주정차구역"
"내곡동 (염곡동) 180-2","37.46158029","127.0505022","서초구","내곡동 새마을금고","불법주정차구역"
"방배3동 981-24","37.48078898","126.9956571","서초구","새성민유치원주변","불법주정차구역"
"방배4동 857-1","37.48848533","126.9883283","서초구","새순유치원주변","불법주정차구역"
"반포4동 95-9","37.49783533","126.9983086","서초구","서래약국 주변","불법주정차구역"
"방배본동 772-1","37.49615028","126.9882592","서초구","서래초등학교 주변","불법주정차구역"
"잠원동 13-6","37.51619096","127.0192446","서초구","남서울주유소주변","불법주정차구역"
"방배4동 811-1","37.49222483","126.9908557","서초구","GS칼텍스 부근","불법주정차구역"
"방배3동 1001-1","37.48228281","127.0022597","서초구","KT서초지사 주변","불법주정차구역"
"서초3동 1599-2","37.4863985","127.0142853","서초구","LG에클라트 주변","불법주정차구역"
"양재2동 221","37.46090382","127.0358795","서초구","LG연구센터우측주변","불법주정차구역"
"양재2동 221","37.46211515","127.0343153","서초구","LG연구센터좌측주변","불법주정차구역"
"서초2동 1364-54","37.48480587","127.0310439","서초구","2030 청년주택 뒷길","불법주정차구역"
"양재1동 (우면동) 791","37.45957652","127.0248309","서초구","LH서초5단지주변","불법주정차구역"
"반포4동 46","37.49879636","127.010581","서초구","MV서초아파트 주변","불법주정차구역"
"서초4동 1309","37.50271071","127.0234189","서초구","강남I-PARK애비뉴 주변","불법주정차구역"
"서초4동 1302-52","37.50385512","127.0228887","서초구","GS삼방주유소 주변","불법주정차구역"
"반포4동 75-1","37.4977844","126.9990388","서초구","반포4동 근린빌딩 주변","불법주정차구역"
"반포4동 505","37.50110782","127.0038011","서초구","강남성모병원정문 주변","불법주정차구역"
"반포4동 505","37.50274197","127.0050722","서초구","강남성모병원후문 주변","불법주정차구역"
"서초2동 1320-39","37.4976736","127.0269589","서초구","강남역8번출구 주변","불법주정차구역"
"서초4동 1306-8","37.49947239","127.0267798","서초구","강남역대동빌딩 주변","불법주정차구역"
"서초3동 1456-2","37.4841529","127.0147232","서초구","경남아너스빌201동 주변","불법주정차구역"
"반포4동 19-6","37.50705972","127.0077854","서초구","경부선주차장주변","불법주정차구역"
"잠원동 66-1","37.51127593","127.0099913","서초구","경원중학교주변","불법주정차구역"
"반포2동 6-1","37.50492977","126.9959736","서초구","계성초교 주변","불법주정차구역"
"방배4동 830-3","37.48950686","126.9876552","서초구","고려빌딩주변","불법주정차구역"
"반포4동 19-13","37.50640284","127.0058017","서초구","고속터미널경부선상가앞주변","불법주정차구역"
"반포3동 75-21","37.50610388","127.0043935","서초구","고속터미널역 8-1번출구주변","불법주정차구역"
"서초1동 1673-7","37.49374932","127.0158404","서초구","교대역동측주차장1주변","불법주정차구역"
"서초1동 1658-1","37.49314904","127.0145739","서초구","교대주차장2(창성빌딩)주변","불법주정차구역"
"서초4동 1303-16","37.50297669","127.0240678","서초구","교보타워뒷길주변","불법주정차구역"
"서초4동 1303-46","37.50414217","127.0235553","서초구","교보타워주변","불법주정차구역"
"서초1동 1656-1","37.49220139","127.0139465","서초구","교대역13.14번출구 주변","불법주정차구역"
"반포4동 59-6","37.50376375","127.0088094","서초구","교통신문사 주변","불법주정차구역"
"양재2동 399","37.47186293","127.0487515","서초구","구룡사입구 주변","불법주정차구역"
"양재2동 402-14","37.47085484","127.0491642","서초구","구룡유치원주변","불법주정차구역"
"반포1동 32-13","37.50282319","127.0126308","서초구","구립반포도서관주변","불법주정차구역"
"서초2동 1330-8","37.49255307","127.0282935","서초구","서초청소년 도서관","불법주정차구역"
"서초4동 1308-18","37.50025505","127.0246023","서초구","사랑의복지관","불법주정차구역"
"방배2동 421-1","37.48548725","126.9831825","서초구","구산타워 주변","불법주정차구역"
"서초2동 1376-2","37.48407751","127.0310885","서초구","국립외교원주변","불법주정차구역"
"반포4동 산94-4","37.49641367","127.0026648","서초구","국립학술원주변","불법주정차구역"
"서초4동 1689-4","37.49552033","127.0182961","서초구","국민은행서초 주변","불법주정차구역"
"방배4동 1669","37.48741979","126.9823927","서초구","성산빌딩","불법주정차구역"
"서초1동 1445","37.48515592","127.0172077","서초구","국제전자센터 주변","불법주정차구역"
"방배3동 1023-1","37.47879496","126.9994309","서초구","기업은행방배 주변","불법주정차구역"
"서초3동 1446-1","37.48448162","127.0165569","서초구","남부버스터미널 주변","불법주정차구역"
"방배본동 760-2","37.49533813","126.9858698","서초구","남부종합시장입구주변","불법주정차구역"
"서초3동 1446-1","37.48489554","127.0156534","서초구","남부터미널5번출구주변","불법주정차구역"
"양재1동 763","37.45702383","127.0155593","서초구","남서울농협주차장입구주변","불법주정차구역"
"서초3동 1715-10","37.49342027","127.0124467","서초구","남촌빌딩 주변","불법주정차구역"
"내곡동 96-20","37.46290428","127.0515053","서초구","나래학교","불법주정차구역"
"방배4동 872-9","37.48744057","126.9928137","서초구","내방역5번출구 주변","불법주정차구역"
"양재1동 720","37.46463383","127.0259785","서초구","네이처힐 4단지 402동 부근","불법주정차구역"
"반포4동 107-1","37.49950556","126.996955","서초구","넥스덴치과 주변","불법주정차구역"
"방배4동 851-16","37.48999967","126.9931369","서초구","마커스짐 빌딩 주변","불법주정차구역"
"방배3동 482-2","37.4758341","126.988812","서초구","대림사조주변","불법주정차구역"
"양재2동 276-6","37.47694972","127.0454014","서초구","대신증권양재 주변","불법주정차구역"
"서초1동 1445-28","37.48388958","127.0191477","서초구","더샵아파트 102동 주변","불법주정차구역"
"방배2동 473-15","37.47737967","126.98521","서초구","덕산홈타운(아)주변","불법주정차구역"
"방배2동 산75-2","37.47938832","126.9876245","서초구","도구로일대1","불법주정차구역"
"방배2동 산75-2","37.48025258","126.9882586","서초구","도구로일대2","불법주정차구역"
"서초3동 1715-4","37.49410297","127.0128707","서초구","동구빌딩 주변","불법주정차구역"
"방배4동 851-1","37.49006838","126.9921869","서초구","대풍빌딩","불법주정차구역"
"양재2동 379","37.47119107","127.0454058","서초구","동산어린이공원주변","불법주정차구역"
"반포4동 48-2 ~ 47-1사이","37.49999341","127.0094369","서초구","대성유니드아파트주변","불법주정차구역"
"서초1동 1678-10","37.49482152","127.0193325","서초구","동아빌라트 주변","불법주정차구역"
"서초2동 1350-13","37.48510235","127.0266156","서초구","동원베네스트 101동주변","불법주정차구역"
"방배4동 821-1","37.49049069","126.98657","서초구","뒷벌공원아람어린이집주변","불법주정차구역"
"방배1동 905-1","37.4849525","126.9954202","서초구","디지털프라자주변","불법주정차구역"
"잠원동 14-17","37.51554735","127.0177635","서초구","라전빌딩 주변","불법주정차구역"
"방배본동 774-19","37.4947232","126.9882609","서초구","래미안 방배 에비뉴주변","불법주정차구역"
"서초2동 1331-3","37.49320248","127.0260247","서초구","레미안서초에스티지정문주변","불법주정차구역"
"서초4동 1688-4","37.49600819","127.0197353","서초구","롯데캐슬 아파트 입구 삼거리","불법주정차구역"
"서초4동 1688-6","37.49635056","127.0202103","서초구","롯데캐슬프레지던트주변","불법주정차구역"
"방배본동 754-1","37.49650244","126.9838612","서초구","왕성빌딩","불법주정차구역"
"잠원동 7-2","37.51805983","127.0171075","서초구","리버사이드뒤경로당주변","불법주정차구역"
"잠원동 8-24","37.51839077","127.0186781","서초구","리버사이드호텔 주변","불법주정차구역"
"서초1동 1656-4","37.49137821","127.0148655","서초구","롯데캐슬메디치뒷길주변","불법주정차구역"
"잠원동 52-1","37.51845346","127.0148415","서초구","리오센트아파트 102동주변","불법주정차구역"
"잠원동 52-1","37.51770551","127.0133718","서초구","리오센트아파트 103동주변","불법주정차구역"
"잠원동 52","37.51910184","127.012947","서초구","리오센트아파트 105동주변","불법주정차구역"
"잠원동 52","37.51974342","127.0140807","서초구","리오센트아파트 106동주변","불법주정차구역"
"양재2동 261-9","37.47547034","127.0414904","서초구","마방로공원 주변","불법주정차구역"
"서초3동 1505-2","37.48949742","127.0046243","서초구","마제스타시티주변","불법주정차구역"
"양재2동 324-1","37.47033737","127.0423434","서초구","매헌초교앞 삼거리주변","불법주정차구역"
"서초3동 1529","37.48651881","127.0094266","서초구","맥도날드 삼거리 부근","불법주정차구역"
"양재2동 219-2","37.46332156","127.0347309","서초구","명연빌딩주변","불법주정차구역"
"서초1동 1666-17","37.49207216","127.0169","서초구","무궁화공영주차장 주변","불법주정차구역"
"서초4동 1309-9","37.50238073","127.0247037","서초구","바로세움 주변","불법주정차구역"
"반포4동 53-4","37.50092035","127.010043","서초구","반도빌딩주변","불법주정차구역"
"잠원동 72-2","37.50838388","127.0033099","서초구","반원상가 주변","불법주정차구역"
"반포본동 796","37.50353164","126.9859766","서초구","반포(아)66동주변","불법주정차구역"
"반포4동 49-8","37.5003308","127.0106396","서초구","미도APT구립주차장주변","불법주정차구역"
"반포4동 46","37.49959244","127.0099909","서초구","반포4동성당주변","불법주정차구역"
"반포1동 743","37.50414204","127.0191303","서초구","반포공영주차장입구주변","불법주정차구역"
"반포4동 19-10","37.50360112","127.0024225","서초구","반포대교 고가차도주변","불법주정차구역"
"잠원동 75-10","37.50520501","127.0011356","서초구","반포대로 고가차도 남단사거리주변","불법주정차구역"
"반포4동 63-7","37.50028829","127.0038829","서초구","반포도요다 주변","불법주정차구역"
"반포1동 32-5","37.50162752","127.0118745","서초구","반포래미안 아이파크 정문주변","불법주정차구역"
"반포2동 2-8","37.50522404","126.9938485","서초구","반포성당주변","불법주정차구역"
"반포2동 4-14","37.50428551","126.9945329","서초구","반포성모유치원주변","불법주정차구역"
"반포1동 30-18","37.50183972","127.0176171","서초구","반포센트럴푸르지오서밋주변","불법주정차구역"
"반포3동 75-15","37.50570351","127.0030712","서초구","반포쇼핑 2-3동사이주변","불법주정차구역"
"잠원동 76-7","37.50578633","127.0016379","서초구","반포쇼핑2동뒤 216동 주변","불법주정차구역"
"반포4동 551-13","37.49768083","127.0005544","서초구","반포서래어린이집주변","불법주정차구역"
"반포4동 55-6","37.5029453","127.0107475","서초구","반포쌍동빌딩 주변","불법주정차구역"
"반포2동 2-8","37.50587179","126.9948956","서초구","반포아크로리버파크주변","불법주정차구역"
"반포4동 103-1","37.49706833","126.9969334","서초구","반포어린이집주변","불법주정차구역"
"반포1동 20-46","37.50608347","127.0098858","서초구","반포자이아파트입구주변","불법주정차구역"
"반포2동 18-2","37.50195425","126.9956534","서초구","반포종합운동장입구주변","불법주정차구역"
"방배4동 807-3","37.49356272","126.9923542","서초구","방배3차e편한세상 입구","불법주정차구역"
"방배4동 874-1","37.48858542","126.9921715","서초구","방배4동주민센터주변","불법주정차구역"
"방배2동 424-28","37.48389798","126.9842254","서초구","방배롯데캐슬106동주변","불법주정차구역"
"방배2동 424-28","37.48401248","126.985813","서초구","방배롯데캐슬110동주변","불법주정차구역"
"방배2동 424-28","37.48269302","126.9848883","서초구","방배롯데캐슬놀이터주변","불법주정차구역"
"방배본동 752-36","37.4975651","126.9852191","서초구","방배아크로리버104동 옆","불법주정차구역"
"방배1동 923-6","37.4829894","126.9957831","서초구","방배아크로타워 주변","불법주정차구역"
"방배2동 424-28","37.48274398","126.983156","서초구","방배롯데캐슬101동주변","불법주정차구역"
"방배3동 995-22","37.47935885","127.0035806","서초구","방배아트자이 삼거리주변","불법주정차구역"
"방배3동 992-8","37.48055624","127.0020274","서초구","방배아트자이 정문입구주변","불법주정차구역"
"방배3동 993-8","37.47977795","127.0017907","서초구","방배아트자이 주차장입구주변","불법주정차구역"
"방배3동 984-4","37.48150533","126.9980683","서초구","방배역1번출구주변","불법주정차구역"
"방배1동 912-6","37.48117691","126.9966334","서초구","방배역3번출구 주변","불법주정차구역"
"방배4동 875-1","37.48891318","126.9929162","서초구","방배열린문화센터 주변","불법주정차구역"
"양재1동 72","37.47851634","127.0350485","서초구","방아다리공원 주변","불법주정차구역"
"서초3동 1707-4","37.49319481","127.008491","서초구","법원등기국우측주변","불법주정차구역"
"서초3동 1707-4","37.49340281","127.0091322","서초구","법원등기국좌측주변","불법주정차구역"
"방배4동 1397","37.4864187","126.9830817","서초구","방배한진로즈힐 주변","불법주정차구역"
"서초3동 1711","37.49390236","127.0105014","서초구","법원로중앙법원입구주변1","불법주정차구역"
"서초3동 1710-1","37.4940386","127.0106497","서초구","법원로중앙법원입구주변2","불법주정차구역"
"반포4동 82-13","37.49476047","127.002155","서초구","법학빌라주변","불법주정차구역"
"방배2동 450-1","37.47830154","126.9824706","서초구","복개도로호림수산주변","불법주정차구역"
"방배2동 445-1","37.47713325","126.9828215","서초구","복개로만남의광장주변","불법주정차구역"
"방배3동 981-40","37.48012221","126.9951182","서초구","브루운스톤효령아파트주변","불법주정차구역"
"서초1동 1603-1","37.48582072","127.0158163","서초구","블루핀타워 주변","불법주정차구역"
"서초3동 1587","37.48530165","127.0144744","서초구","비씨카드 주변","불법주정차구역"
"서초2동 1362-9","37.48567708","127.0323581","서초구","브니엘빌딩주변","불법주정차구역"
"방배2동 445-5","37.47724709","126.9818165","서초구","사당역13번출구 주변","불법주정차구역"
"방배2동 2525-1","37.47508151","126.9818975","서초구","사당역3번출구주변","불법주정차구역"
"서초2동 1359-12","37.48550755","127.0316306","서초구","사도감공원 주변","불법주정차구역"
"서초3동 1541-1","37.49002025","127.0077391","서초구","사랑의교회주차장입구주변","불법주정차구역"
"반포4동 58-7","37.5039641","127.0101721","서초구","삼공빌딩주변","불법주정차구역"
"서초4동 1308-1","37.5015011","127.0240071","서초구","삼미빌딩 주변","불법주정차구역"
"서초3동 1541-1","37.49083831","127.0080405","서초구","사랑의교회정문주변","불법주정차구역"
"양재1동 678","37.46592151","127.0226936","서초구","삼성RND2단지주변","불법주정차구역"
"서초1동 1641-1","37.49335778","127.0190191","서초구","삼성래미안(아)101동주변","불법주정차구역"
"양재2동 207-4","37.46500905","127.0354353","서초구","삼성빌리지주변","불법주정차구역"
"양재1동 686","37.46520227","127.0211774","서초구","삼성프라자주변","불법주정차구역"
